gen1,gen2,gen3,gen4
"[0.7446245957405755, 0.18927731702171421, 0.4788022568996312, 0.13170922422018785, 1.2238322384729718, 0.17728959054341653, 0.2604855919176337, 1.5811817625040003, 0.6910932266529111, 0.755737044951458]","[0.1032545739254087, 0.8562761343721212, 0.26776174027418387, 0.4803122748234996, 0.3332741643773528, 0.9316979255233874, 0.9949593009950326, 0.3455231059711363, 0.8744017093458628, 0.6828938194335568]","[1.6135860289770882, 0.4369977102430722, 0.9747838171523105, 0.6550760149460957, 0.2705253257185891, 0.1989087996464628, 1.5420412732389095, 1.3985693311117815, 0.8882241480592252, 0.844896387484467]","[0.23309654345606562, 0.221401002799737, 0.26776174027418387, 0.5744006887139319, 0.25844326283653907, 0.3061384442690534, 1.3191984255656595, 0.4909307817686788, 0.6484931220554734, 1.6321819450057717]"
"[0.3713992785224813, 1.201651668958742, 0.5451756393193289, 0.33497905968412456, 0.22495128838138684, 1.679639549588503, 0.10116012901726185, 0.23710663694759399, 0.8790708009345547, 0.1329936565960672]","[0.23579374471387138, 0.10500147782169325, 0.4606800421094293, 0.7442687430021399, 0.5099300567933797, 0.17954232830198258, 1.526361564858811, 0.22550536025045356, 0.23984921649207622, 0.1398792360094424]","[0.5841680605011076, 0.11080890257298609, 1.0622429926914676, 1.1762828602640865, 1.1274507920817194, 1.0721010470456336, 0.12510604356487856, 0.351632952468561, 0.9121967964037514, 0.14888164197815587]","[1.037013791346741, 0.150052217038553, 0.5365408227270948, 0.11461278780870686, 0.3145361094182357, 0.16155166161377782, 0.3753930266983634, 0.11464815224964428, 0.12886018145574846, 0.7470029109576558]"
"[0.138471916168394, 0.7126132982443735, 1.7890289557153827, 0.34348535665091035, 0.37369673874378595, 1.3576070971767897, 0.10141010542909679, 1.4595396079197047, 0.12061105868795756, 0.81240006595814]","[0.24436715335147424, 0.15645713954560045, 0.1373549667103184, 0.10258282936359507, 0.3521043206720035, 0.16241854940194553, 0.5009317478679205, 0.12324492927153767, 0.1328127093983225, 0.8055361707482939]","[1.7647084472050278, 0.7236610844266905, 0.3697087274761646, 0.1196457360075988, 1.6211363565236137, 0.17864097043263732, 1.0398814662998326, 0.17762911844068446, 0.7540213050624079, 0.20896996403765386]","[0.546950753658446, 0.36750590699540264, 0.9813421303656414, 0.2895417452510692, 0.25330113175478974, 0.13909223264816062, 0.9949593009950326, 0.1257779492298207, 0.5282484066482349, 0.1765584110006914]"
"[0.7525602223052088, 0.27578814872230184, 0.19671179009308298, 0.14027443548286245, 1.4641343556864204, 0.19891579793473876, 1.9385722365350697, 0.22874523646605274, 0.16811202170851583, 0.2105315310658634]","[1.2053201861135021, 0.11105908835804898, 1.1008451085266562, 0.2358009212082996, 0.1215634440518167, 0.5562573796440743, 0.6136751431237277, 1.1358455915000352, 0.7250971888394501, 1.1361009192623808]","[0.4132916022573867, 0.8476537152675729, 0.7687059728949385, 1.564798850879551, 1.9122226504132667, 0.10916168559384157, 0.12131514262999099, 0.39980458570113725, 1.7834769249749558, 0.593985522544367]","[0.2055270456707438, 1.7666092065726768, 0.2784570429465794, 0.10125991027727799, 0.6467401367607548, 0.12818455586438798, 0.43542596759272895, 0.4339344922681981, 0.18889230246214556, 0.7470029109576558]"
"[0.24436715335147424, 0.150052217038553, 1.3275166657869868, 0.10258282936359507, 0.29427945384898885, 0.12818455586438798, 0.5098917788979961, 0.210205945899039, 0.8865797272937658, 0.7470029109576558]","[0.7797386059777192, 0.4342201139078448, 0.9679158987574625, 0.5296968417368966, 1.3090201262586618, 0.16821418819241532, 0.21213790920514758, 0.23710663694759399, 0.5476125553870448, 0.7927509235866845]","[0.4132916022573867, 0.1798769574299301, 1.4059027727594986, 1.1744816490186036, 1.729768939066804, 0.10551244623396826, 1.5418807920137116, 1.1503858615242584, 1.1343679130529913, 0.593985522544367]","[1.2822147951776772, 0.5948810442727884, 1.1511991635631584, 0.6636320515298686, 0.6407364260178889, 0.6766098791996719, 0.4081754744329174, 1.7868237142958683, 0.17094278735435325, 0.1927139035125561]"
"[0.9743462586633566, 0.44325534412326617, 0.15212789483737266, 0.12242610272996658, 0.30935698902676445, 0.2183967754922131, 0.1840305052942284, 0.12324492927153767, 0.7288429550818145, 0.18913643606990035]","[1.183092084944805, 0.44266164936080643, 0.5361325531841465, 0.6418359535644489, 0.6326814467926737, 0.14855885840500146, 0.3724695806256637, 1.3469300985281736, 0.6910932266529111, 0.33616925763529265]","[0.8387773867052113, 0.5025902428508473, 0.26043946148215424, 1.5679382135723066, 0.9208965648833767, 0.24543571593388105, 0.5042569206225683, 0.22159617415779775, 1.0097084960380003, 0.35496512124780577]","[0.20464384423756476, 0.10357241299062055, 0.535851119684811, 0.7442687430021399, 1.029961409388044, 0.9316979255233874, 1.7221169731139911, 0.22550536025045356, 1.05203840350561, 0.14900242279204307]"
"[0.3358391165245884, 0.38936987500461323, 0.7650436634233377, 0.15089214306565893, 0.7197326321596313, 0.18280540486798494, 0.2610611054878892, 1.072438314239472, 0.18590449020543273, 1.1534510401838134]","[1.0721339481157062, 0.31903467728244617, 0.13774079534063766, 0.6885212532700099, 0.6644885743279481, 1.5774360704512729, 0.14031912535093202, 0.17195691245274486, 1.1769056119123982, 0.12025738618071476]","[0.5206079464105575, 0.5072227005915925, 1.5327373043409491, 0.1505275305335595, 1.0415879531829013, 0.1760660306233743, 1.5084910923339276, 0.7883179019777881, 0.1284565080993458, 0.5524659485672114]","[0.3601435977649825, 0.44266164936080643, 0.9813421303656414, 1.2844853865665127, 0.29832042097069833, 0.16709724503225493, 1.0140842086435091, 0.13033224842197166, 1.558733540202405, 0.35067878064126917]"
"[0.1242861964154422, 0.26431466617603533, 0.11868561850256325, 0.5614994002701226, 0.20533622059921805, 0.305400889310492, 0.8761937801611173, 1.1812582231671651, 0.5991068831378258, 0.32694198692128074]","[0.1293575014377925, 0.4342201139078448, 0.9679158987574625, 0.5382574862655722, 1.3090201262586618, 1.6829040238510748, 0.21213790920514758, 0.10274599449349937, 0.5078821200780639, 0.5025308511520152]","[0.26895306457477774, 0.9954016481425069, 1.3862186986598568, 1.9259858696161463, 0.39679580732958025, 0.6924997972922283, 1.283739792207447, 0.5901021907073959, 0.18949440855740843, 1.365241330324963]","[0.888376731277941, 1.0949525266852262, 0.7920420391990549, 0.25483875704580644, 1.1012125550040763, 0.21008360726213313, 0.14573209188644431, 0.21554814382941279, 0.21464838133784997, 0.1765584110006914]"
"[0.7095551827237983, 0.3602926705499775, 0.15595299888318673, 0.2610978941565311, 0.458651987391154, 0.619970342681893, 1.7988602152440292, 0.12860607849346256, 0.48135947498973086, 0.14584027167097802]","[0.62780381821331, 1.002490287378572, 0.57888726843153, 1.3043955644822596, 1.847572356972005, 0.4165411430636366, 1.1286529053759993, 0.9412419797983448, 0.47186162539488347, 1.301480323977207]","[0.7973486171549641, 0.4066869252903743, 1.5327373043409491, 0.17073182126933484, 0.6972620459172842, 0.14855885840500146, 0.3543880700367978, 0.9720608283450943, 0.9121967964037514, 0.5524659485672114]","[1.7306520830468142, 0.10444623331649798, 1.4153664298114963, 1.0584846875132732, 1.3090201262586618, 1.8583349626066785, 0.9949593009950326, 0.8030160142049367, 0.27614134452471517, 0.5258314740699916]"
"[0.4096587656095319, 1.9533494750012526, 0.35703278552329454, 0.7262975167492539, 0.25295765233809725, 1.0069904606519369, 0.5482586432160372, 0.9881022648975417, 0.12383408784270904, 0.7697878597564894]","[1.590723673871025, 0.10444623331649798, 1.7752234318581164, 0.5382574862655722, 0.3986496365408647, 1.7583756518507232, 1.3191984255656595, 0.8030160142049367, 0.28806844774288654, 0.12385696743366871]","[0.888376731277941, 0.8253549743192812, 1.1257961722619771, 0.22248299048644818, 1.6648973526607145, 0.21008360726213313, 1.8917800419847906, 0.39980458570113725, 0.40429282365502145, 0.29705407344642304]","[0.6064767372396201, 0.25134575104625173, 1.9116066539572438, 0.1387534652547636, 0.4344051777549078, 0.19103954421155483, 1.3191984255656595, 0.17445063206898867, 0.254645199054228, 0.12385696743366871]"
"[0.8822838547220144, 0.6450586689914252, 1.0035689715900824, 0.9139130482020801, 0.31234464081366725, 0.44932691131404057, 1.4212337145356133, 1.0662744840149192, 0.7598610218580739, 0.7675074813296183]","[0.7973486171549641, 0.7633223091046801, 1.0622429926914676, 0.22248299048644818, 0.30395118775729224, 0.21008360726213313, 0.12998573597889898, 0.12080529722042349, 0.9121967964037514, 0.2990402139351875]","[0.35159961613408164, 0.9698307166205411, 0.7267757538478954, 0.23638054812412465, 0.6234964004585923, 0.13502453609014536, 0.3709751163922374, 0.47734234468373066, 0.8814897598415997, 0.40547982882110045]","[0.20464384423756476, 0.12548822793246867, 0.9685222864181386, 1.147424720347925, 0.9111357746906659, 1.0721010470456336, 0.9949593009950326, 0.33475614603209336, 0.8882241480592252, 0.708286011101281]"
"[1.6894817229505619, 1.2359900057525743, 0.2230149682846401, 0.1756096573561131, 0.6064087716819119, 0.663774338103652, 0.25863192737055, 0.8017741190397977, 1.2267406066162527, 1.978632315025514]","[0.9831149057227107, 0.13373891959094028, 0.46263940998645176, 0.13585109296703252, 0.7473006791208794, 0.18341739497613277, 0.9885863036225355, 1.0364793236525354, 0.1801790897005666, 0.3111959678920746]","[0.546950753658446, 0.36750590699540264, 0.9813421303656414, 0.2546750737282078, 0.25330113175478974, 0.2870277816534133, 1.0258512850206074, 0.9929774644292299, 0.18889230246214556, 0.1765584110006914]","[0.5427191816422673, 0.11080890257298609, 0.9747838171523105, 1.147424720347925, 1.2022424767297035, 1.062857179812762, 1.377287745792844, 0.27990124427860863, 0.9504821878416965, 0.9091945566526658]"
"[0.10385369626814053, 0.7890452685392441, 0.22633749421902027, 0.37448440210562034, 0.5099300567933797, 0.17954232830198258, 1.807398555940542, 0.33288383258344795, 0.2141958053657656, 0.6828938194335568]","[0.8822838547220144, 0.6450586689914252, 0.4788022568996312, 0.13170922422018785, 0.31234464081366725, 0.44932691131404057, 0.27288729380939836, 0.17195691245274486, 0.7598610218580739, 0.7675074813296183]","[0.2700900571170289, 0.3197630587291002, 1.3477082796963324, 0.1679067734410966, 0.2868547436762722, 0.5898919210802349, 0.3973189496582837, 0.26699127081147206, 0.33950186715475295, 0.46947266002160626]","[1.590723673871025, 0.25134575104625173, 1.7752234318581164, 0.4985198628048489, 0.33706601569808, 1.668613992857613, 1.3683005422839223, 0.8030160142049367, 0.15139736427426478, 0.14300267727833865]"
"[0.12731358638885043, 0.22802642550410235, 0.27269650201722895, 0.9003069817412046, 1.018780748069911, 0.19297605632952874, 0.25647466431986493, 0.7416817719239573, 0.8215880365105468, 0.392558441915792]","[1.2874918379989566, 0.21544871525817166, 1.0035689715900824, 0.9139130482020801, 0.22495128838138684, 1.6829040238510748, 1.1542237737559846, 1.0662744840149192, 0.553540873091707, 0.5742852804141121]","[0.6236312995656914, 0.3197630587291002, 0.3279363778087766, 0.8364004548697337, 1.8470756002351605, 0.8066870699123112, 1.1731863636024162, 1.8341269805009788, 0.6580696003623391, 1.0336595335057135]","[0.13301021451513628, 0.5083692644646955, 0.8031351382146634, 0.7038512929955898, 1.0303919340006675, 0.601685754985686, 1.3191984255656595, 0.1995613181371491, 0.31156454105875314, 0.49987424420211235]"
"[0.5206079464105575, 1.638939692087564, 1.9354402950219158, 1.4477345040972351, 1.1617418479312722, 0.7429973994501429, 0.15080251642910997, 0.9119807942798208, 1.558733540202405, 0.17371306499854153]","[0.35415031140615, 0.5703127519836351, 1.938739884483288, 0.20792787696248782, 0.7109525579567428, 0.24467936373201715, 0.19573440391388502, 0.39980458570113725, 0.22162903186077565, 0.4791088139252723]","[0.5841680605011076, 0.11080890257298609, 0.8672750751631838, 1.211839923399873, 1.0453498422617915, 1.0721010470456336, 1.6829780579092766, 0.22550536025045356, 0.8882241480592252, 1.0179797556007737]","[1.2053201861135021, 0.10500147782169325, 0.47306374731675666, 1.0613744152629747, 0.9109948256325618, 1.8583349626066785, 0.9949593009950326, 0.17445063206898867, 0.31156454105875314, 0.14900242279204307]"
"[0.13470472716533774, 0.1695752158464574, 0.6559801652772104, 0.30893716049106357, 1.3590005034638577, 0.10093033934049218, 0.4035969128015076, 1.6715894560508855, 1.1755107409426069, 0.33030453624649986]","[0.888376731277941, 0.43498176820846446, 0.6244305485719825, 0.17073182126933484, 0.9392397477756625, 0.14855885840500146, 0.3387264367095878, 0.22462173003112648, 0.42429829443546, 0.41214279500217027]","[0.20464384423756476, 0.10500147782169325, 0.47306374731675666, 0.7442687430021399, 1.3090201262586618, 0.9316979255233874, 0.9949593009950326, 0.33228366619321364, 0.8744017093458628, 0.14900242279204307]","[0.20464384423756476, 0.25134575104625173, 1.4059027727594986, 0.7442687430021399, 1.4779826150620219, 0.9316979255233874, 1.704250661069634, 0.33228366619321364, 0.8744017093458628, 1.31371154619918]"
"[0.1811335715527005, 1.1120188827274984, 0.8204485178729203, 0.5002333182356977, 0.10245253314951143, 0.9859412784553934, 1.2288782462366026, 1.3582473225686083, 0.49491889124861227, 0.600104296123709]","[0.7011949810449365, 0.11080890257298609, 0.9747838171523105, 1.9317702559118552, 0.29862890330123654, 1.0684445573720027, 0.1625723537033197, 0.3034282403710872, 0.8882241480592252, 0.33203088025594657]","[0.6567142793318287, 0.3197630587291002, 0.3279363778087766, 0.1679067734410966, 1.8470756002351605, 0.8066870699123112, 1.1731863636024162, 0.17445063206898867, 0.6580696003623391, 1.0336595335057135]","[0.7575095703226037, 0.8440665368972584, 0.8060421462660398, 0.22248299048644818, 0.26450968138702435, 0.13944923022291686, 1.0296122166238848, 0.5048107063370383, 0.22003736277979943, 0.1765584110006914]"
"[0.8824315432953818, 0.4173250144986938, 1.60588437921523, 0.6858756152847505, 0.7090888186296856, 0.13569177945155556, 0.2134597876388496, 1.0804446276523663, 0.10834692179648678, 0.12029139355492628]","[0.12731358638885043, 0.23298248927844764, 0.27269650201722895, 0.9003069817412046, 1.018780748069911, 0.19297605632952874, 0.25647466431986493, 0.7416817719239573, 0.8215880365105468, 0.392558441915792]","[1.7306520830468142, 0.25134575104625173, 1.4153664298114963, 1.1744816490186036, 0.8881023533482235, 1.8583349626066785, 1.7051768385305417, 0.26699127081147206, 0.27614134452471517, 0.5258314740699916]","[0.5900290815850229, 0.7379270571783715, 0.9813421303656414, 0.2766927643604478, 1.6530957236563675, 0.20472329154336652, 1.8917800419847906, 0.4814591950795021, 0.8166099709125074, 0.2903123564950182]"
"[0.8352866965579531, 1.126446639155391, 0.3334686006884815, 0.23585945603569838, 0.17174002854799386, 1.1713141592448568, 0.506010051203487, 0.5678165747767526, 0.24940175417919852, 0.3408389310734572]","[0.7316025388170972, 1.6879990326300303, 0.1536356930973728, 1.1141092544375155, 0.2412541153592769, 0.9810798685728135, 0.2099533646629846, 0.26699127081147206, 0.1372913059158094, 0.20895775293062585]","[0.8352866965579531, 1.126446639155391, 1.4293283171252475, 0.7333518446692491, 0.17174002854799386, 0.7444192216971263, 0.5019378450454708, 0.5139996853139714, 1.558733540202405, 0.3408389310734572]","[0.24436715335147424, 0.4406725231088975, 1.3275166657869868, 0.10581752350234849, 1.498862807900394, 0.2472564683066332, 0.48802178792170947, 0.12324492927153767, 0.8957246364568269, 0.7470029109576558]"
"[0.4574671481288689, 0.15480452924200233, 1.2305211807802696, 0.3150544689379208, 0.6388794882666488, 1.064115673958857, 0.5050079944036581, 1.4874115755578432, 1.3601596275239423, 0.12929144135464898]","[0.6567142793318287, 0.3197630587291002, 0.43715921612721514, 0.6672271181805667, 0.987085461861107, 0.22691701208681125, 1.1731863636024162, 0.5963786270294684, 0.36956024501392476, 0.7906409005411348]","[0.3601435977649825, 1.679892656567594, 1.9354402950219158, 1.2844853865665127, 1.2151155530757778, 0.4255012842344385, 0.14573209188644431, 0.21554814382941279, 1.3601596275239423, 0.35067878064126917]","[0.6567142793318287, 0.3285953822131145, 0.3279363778087766, 0.14986212223082448, 0.3521043206720035, 1.9462167034137592, 1.1731863636024162, 0.26699127081147206, 0.7337973579149388, 1.1210171024869449]"
"[0.5314774738867079, 0.1664602144465887, 0.746094935598367, 0.7150830969466073, 0.14796868517972508, 1.6379617388087202, 0.12542270571466393, 0.39642828118813384, 0.11028579576648662, 0.4011017656198607]","[1.498501570647489, 0.6994522623807481, 1.0622429926914676, 0.1544378442007324, 1.1514120328616348, 0.21008360726213313, 0.10303336336981922, 0.5021812692413472, 0.9121967964037514, 1.2809048149876634]","[0.6278974643737645, 0.43738778752886515, 0.9813421303656414, 0.25483875704580644, 0.2833659513111154, 0.11890076635106525, 1.0296122166238848, 0.1434831385351254, 0.21464838133784997, 0.1765584110006914]","[1.6135860289770882, 0.4406725231088975, 0.15595299888318673, 0.2610978941565311, 0.2896658615342809, 1.9462167034137592, 1.7988602152440292, 0.12860607849346256, 0.41596705270274864, 0.14584027167097802]"
"[0.3765885054929427, 0.2728098363050391, 1.8837304632166145, 1.0321601801285116, 1.4420724436258598, 0.16423527909630445, 0.14538068219341907, 0.4554889155128421, 1.378078521482435, 0.283628305260124]","[0.7973486171549641, 0.7633223091046801, 0.8117114534428254, 0.22248299048644818, 0.30395118775729224, 0.11141747070395434, 0.12998573597889898, 0.937592091281424, 1.1728690169712905, 0.3111959678920746]","[0.888376731277941, 0.4066869252903743, 1.5327373043409491, 0.17073182126933484, 0.6972620459172842, 0.14855885840500146, 0.3543880700367978, 0.39980458570113725, 0.42429829443546, 0.5524659485672114]","[0.24436715335147424, 0.3602926705499775, 1.3275166657869868, 0.10581752350234849, 0.3521043206720035, 0.6745603954133079, 0.48802178792170947, 0.12184581546139406, 0.8957246364568269, 0.7470029109576558]"
"[0.35415031140615, 0.5703127519836351, 1.9980536984998143, 0.21677211161802887, 0.9314645943225186, 0.24467936373201715, 0.19573440391388502, 0.2042364335190015, 0.22162903186077565, 0.4791088139252723]","[0.3425527622444388, 1.0275646103452758, 1.0088689115433243, 0.21631852773370877, 0.597278851896777, 0.12129741370125786, 0.17114590926941636, 0.9887367503785558, 0.2141958053657656, 0.17681089158184904]","[0.5900290815850229, 0.36750590699540264, 1.0622429926914676, 0.23675268712591693, 1.6648973526607145, 0.1377524054194711, 0.9298707832050838, 0.937592091281424, 0.21464838133784997, 0.1765584110006914]","[1.0721339481157062, 0.10440676390195142, 0.4315730226930979, 0.22248299048644818, 1.1989352958042623, 1.1713141592448568, 1.3683005422839223, 0.7969445967782066, 0.9121967964037514, 0.30712594560332035]"
"[1.4225610880302337, 1.5119653971626192, 1.1511991635631584, 0.11108720964943233, 0.6467401367607548, 0.6883014191741907, 0.39627109710733627, 1.8424648863351158, 0.1750073336597285, 0.1927139035125561]","[0.10385369626814053, 0.7890452685392441, 0.2058480379931893, 0.37448440210562034, 0.5099300567933797, 0.17954232830198258, 1.807398555940542, 0.33288383258344795, 0.4467448272310547, 0.6828938194335568]","[0.7886550829526351, 0.7379270571783715, 0.9813421303656414, 0.22248299048644818, 1.6530957236563675, 0.21008360726213313, 1.8917800419847906, 0.4814591950795021, 0.8978508690141181, 0.2903123564950182]","[0.7517698014711327, 0.6944689028210539, 1.7752234318581164, 0.5382574862655722, 0.4344051777549078, 1.7583756518507232, 0.4481594823833403, 0.9082980226806752, 0.254645199054228, 0.13476858300639027]"
"[0.6646376059352787, 0.11397354735498169, 1.3275166657869868, 0.42638121285030123, 0.45899471769664385, 0.366261154547453, 1.794035708949971, 0.45110633919616594, 0.7288429550818145, 0.9423603929245299]","[0.5841680605011076, 0.11080890257298609, 0.9747838171523105, 1.9317702559118552, 0.29862890330123654, 1.0684445573720027, 0.1625723537033197, 0.33228366619321364, 0.8882241480592252, 0.33203088025594657]","[1.8017469821373469, 0.25134575104625173, 0.3697087274761646, 1.1744816490186036, 0.9635932136310976, 1.641868723555891, 1.5264129544201255, 0.17445063206898867, 0.7540213050624079, 0.5478585163435561]","[0.5900290815850229, 0.36750590699540264, 1.0622429926914676, 0.23675268712591693, 1.729768939066804, 0.1377524054194711, 1.5418807920137116, 1.1503858615242584, 1.1343679130529913, 0.1765584110006914]"
"[0.24436715335147424, 0.150052217038553, 0.29036303066295055, 0.11461278780870686, 0.34453699991358183, 0.12818455586438798, 0.5098917788979961, 0.11609031101606736, 0.653238237831297, 0.7470029109576558]","[1.4225610880302337, 1.3938314314606495, 1.9067669202979203, 0.2500695931726454, 0.6511497302596712, 0.6883014191741907, 1.9086862269751341, 1.8424648863351158, 0.1961386623355418, 0.1927139035125561]","[1.7647084472050278, 0.7236610844266905, 1.134639992746194, 0.1196457360075988, 1.6211363565236137, 0.17864097043263732, 1.0398814662998326, 0.19639318985808027, 0.31156454105875314, 0.20896996403765386]","[0.4132916022573867, 0.1798769574299301, 1.4059027727594986, 1.1744816490186036, 1.6648973526607145, 0.10551244623396826, 0.9298707832050838, 0.937592091281424, 0.21464838133784997, 0.593985522544367]"
"[0.5764925545558907, 0.35001192575792434, 0.4117173003196137, 0.25483875704580644, 1.2705870208980563, 0.19584823806143178, 0.1611835935267879, 0.1398687153605154, 0.12813328489841508, 0.4776473480149272]","[1.2053201861135021, 0.25134575104625173, 1.4059027727594986, 1.0613744152629747, 0.9623559664800738, 1.8583349626066785, 1.704250661069634, 0.17445063206898867, 0.31156454105875314, 1.31371154619918]","[0.7797386059777192, 0.4342201139078448, 0.9503902529190552, 0.5296968417368966, 1.2754475157468745, 0.16821418819241532, 0.22679033050635336, 0.23710663694759399, 0.5160105568374782, 0.7927509235866845]","[0.19541311711346798, 0.6995663570653236, 0.6586516601471472, 0.19946642036588555, 0.3036573910285935, 1.5090101102924376, 0.9949593009950326, 0.7940427568445538, 0.17881549581005649, 0.12251741048124891]"
"[0.5900290815850229, 0.36750590699540264, 0.9813421303656414, 0.2546750737282078, 0.25330113175478974, 0.13502453609014536, 1.0296122166238848, 0.4814591950795021, 0.21464838133784997, 0.1765584110006914]","[1.8017469821373469, 0.11105908835804898, 1.1008451085266562, 0.2512000620529935, 0.1215634440518167, 0.13267692063607056, 0.6136751431237277, 1.1358455915000352, 0.1328127093983225, 0.5258314740699916]","[1.4329106417511055, 1.1739151617712635, 0.8117114534428254, 0.21631852773370877, 1.2708031224869332, 0.11141747070395434, 0.10303336336981922, 0.5021812692413472, 1.4011263710604962, 1.2809048149876634]","[0.888376731277941, 0.4135499957286082, 0.6096805813360625, 0.17073182126933484, 0.7453990436675191, 0.1926442219630564, 1.807398555940542, 0.39980458570113725, 0.42429829443546, 0.41214279500217027]"
"[0.2700900571170289, 0.9634131260956216, 1.3477082796963324, 1.012963031861139, 0.29670914399106885, 0.5652827539148211, 0.3973189496582837, 1.8341269805009788, 0.33950186715475295, 0.46947266002160626]","[1.4329106417511055, 1.1739151617712635, 0.8117114534428254, 0.21631852773370877, 1.149223385340381, 0.11141747070395434, 0.10303336336981922, 0.5021812692413472, 1.4011263710604962, 1.2809048149876634]","[1.8017469821373469, 0.25134575104625173, 0.6396650646389054, 0.21339726089906508, 0.9635932136310976, 1.562872827274258, 1.5264129544201255, 0.17445063206898867, 0.31156454105875314, 0.12251741048124891]","[1.2053201861135021, 0.25134575104625173, 1.4059027727594986, 1.0613744152629747, 0.787859188036216, 1.8583349626066785, 0.9949593009950326, 0.4339344922681981, 0.32749222714385046, 1.2695673555444047]"
"[0.3129118502314553, 1.0275646103452758, 1.0088689115433243, 0.21631852773370877, 0.597278851896777, 0.1355957076128421, 0.17114590926941636, 0.9887367503785558, 0.4467448272310547, 0.17681089158184904]","[0.6646376059352787, 0.6994522623807481, 1.3477082796963324, 0.1544378442007324, 0.597278851896777, 0.1355957076128421, 1.794035708949971, 1.3784173237598563, 0.4467448272310547, 0.17681089158184904]","[0.6188068196825782, 0.6587276351304171, 1.134639992746194, 1.1744816490186036, 0.3036573910285935, 1.641868723555891, 0.42307853523700945, 1.0186852842440879, 1.6291841188550225, 0.5478585163435561]","[0.546950753658446, 0.36750590699540264, 0.9813421303656414, 0.2895417452510692, 0.25330113175478974, 0.13909223264816062, 1.6262008804048875, 0.17445063206898867, 0.18889230246214556, 0.1605161303332287]"
"[0.23759724172657432, 0.9634131260956216, 1.2793627630173956, 0.21631852773370877, 1.847572356972005, 0.4743714147338962, 0.15276093564140775, 1.3919594430336089, 0.4467448272310547, 0.17681089158184904]","[0.704825026950296, 0.776419242516583, 0.6306368421675873, 0.22530890389271, 0.5756960454387746, 0.24389727046317208, 0.3709751163922374, 0.7940427568445538, 0.9422080171637724, 0.36990453727895634]","[0.888376731277941, 0.4255268995222925, 0.6244305485719825, 1.2951775159783194, 0.6972620459172842, 0.14855885840500146, 0.3387264367095878, 0.40672058486250595, 0.4132650928933275, 0.41214279500217027]","[0.35159961613408164, 0.9698307166205411, 0.7267757538478954, 0.24876213605323502, 0.6234964004585923, 0.13272256780885514, 0.3576908664947999, 0.22537477541283457, 0.8814897598415997, 0.40547982882110045]"
"[1.4983370428913632, 1.002490287378572, 0.577708275662038, 1.3043955644822596, 0.597278851896777, 0.1355957076128421, 1.2070862079735774, 1.0953169214753238, 0.1573984546199724, 1.1780819258158086]","[0.6188068196825782, 0.6995663570653236, 0.6396650646389054, 0.21339726089906508, 0.3036573910285935, 1.562872827274258, 0.42307853523700945, 1.0186852842440879, 1.6291841188550225, 0.12251741048124891]","[1.8017469821373469, 0.25134575104625173, 1.134639992746194, 0.17073182126933484, 0.9635932136310976, 1.9731938036119443, 1.5264129544201255, 0.17445063206898867, 0.33967333803358973, 0.5478585163435561]","[0.18785534531851186, 0.6157300169898968, 0.48550450666717715, 1.1247413741076049, 1.1617418479312722, 0.6883014191741907, 0.13156967748994475, 0.4411333812038899, 1.558733540202405, 0.711690090640681]"
"[0.4610017960777594, 1.2236170661703392, 1.36262889535224, 0.11596646580540201, 0.5577089581291996, 0.23580626826266113, 0.4434938110639394, 0.19639318985808027, 0.7391793945266777, 0.20896996403765386]","[0.7973486171549641, 0.7630409832530616, 1.0622429926914676, 0.22248299048644818, 1.6648973526607145, 0.21008360726213313, 1.8917800419847906, 0.9813223884045179, 0.9121967964037514, 0.29705407344642304]","[0.6567142793318287, 0.44266164936080643, 1.3275166657869868, 0.1679067734410966, 0.6326814467926737, 0.12589678638669521, 0.5098917788979961, 1.1503858615242584, 0.6330058578675811, 1.2540187084052268]","[1.2340167706829839, 0.10440676390195142, 1.7752234318581164, 0.24919546016956753, 0.5229980099292554, 1.9099811722872329, 0.4481594823833403, 0.8347833545482877, 0.24570892705309796, 0.1927139035125561]"
"[0.2174517345584441, 0.6028791939440669, 0.17494919937155062, 1.0648089365148063, 0.22376521555328313, 0.8879912181425725, 0.20833428342389163, 1.6710821788931711, 0.10969776143566216, 0.17339106933742834]","[0.888376731277941, 0.4255268995222925, 0.6244305485719825, 0.17073182126933484, 0.6972620459172842, 0.14855885840500146, 0.3387264367095878, 0.40672058486250595, 0.4132650928933275, 0.41214279500217027]","[0.24436715335147424, 0.4166700027864906, 0.7484785873370963, 0.10258282936359507, 0.3521043206720035, 0.14855885840500146, 0.33107989308826236, 0.12324492927153767, 0.9756763097541619, 0.7470029109576558]","[0.62780381821331, 0.11661571762243782, 1.0763182500918287, 0.5382574862655722, 0.5082266506965505, 0.6883014191741907, 1.8907344238146115, 1.8424648863351158, 1.3601596275239423, 0.13911940614503585]"
